Username,Content,Post Time,Shares,Comments,Likes
黎叔Talk,"今儿杭州艳阳高照，小小检验一下SU7的防晒

除了各种镀膜，深色天窗视觉和体感上确实会好一点，隔热效果介于浅色天窗和遮阳帘之间，目前正午25度阳光下2小时车内34度，表现尚可，当然接下来的夏天才是真正考验

相比防晒，小米SU7的空调制冷效果是我目前体验过比较强力的，一般车我都设置22度自动，SU7 ...全文",18小时前,3,21,25
你好-土拨鼠,还有这，#小米su7#,18小时前,转发,1,赞
测测君test,不得不说这个充电的动画做的真不错#小米su7#,18小时前,转发,4,5
王化,今晚#小米su7# 答网友问第二十六集，前两个问题大家应该都很关注吧，第一个问题今天小米公司发言人已经澄清过了就是“网上有传言说，有用户在小米SU7 Max提车两天时就出现前保险杠掉漆现象，是什么情况？”第二个问题刚刚还有人问起“在车内安装拓展配件，是否有安全隐患和法规风险？”说好了今晚回答 ...全文,昨天 15:26 转赞人数超过100,4,30,111
训殖师,这不就跟之前问界那个一样嘛，自己找第三方搞出问题，跟厂商有什么关系。但是两件事的舆论好像差距很大啊，问界那时被骂惨了。经典的无事华为，出事塞力斯，不会现在支持的和上次骂的是一个群体吧#小米su7##问界新m7#,18小时前,转发,1,赞
大梦-LICHAN,"我这台小米SU7到现在开了1693公里了，今天高速算跑出了最低百公里电耗16.2

使用工况是，高速NOA定速100左右，这次没有开始音响，空调25.5度，风量2档。

这个能耗表现我觉得还不错，之前正常听歌的时候大概时间17.3，也是100左右的速度。如果开到120的话，估计就是20左右了。

#小米SU7用车日记# ...全文",18小时前,转发,6,19
段小熊silence,今天抽空把买的双表盘配件安装了一下，期待后续ota升级可以带给我们一些惊喜。#小米su7##小米汽车#小米汽车@小米汽车 段小熊silence的微博视频,18小时前,转发,9,5
flyinggrapezzz,小区地库，哪位大哥当玩具买#小米su7# 苏州,19小时前,转发,1,赞
沉迷恋爱的恩恩,"恭喜自己🎉🎉🎉
努力创业买下了想要的大玩具咯💜
💟💟💟💟小米su7 💟💟💟💟#小米su7#",19小时前,转发,1,赞
蒸汽电荷,"#极氪001fr# 刚发布自己在珠海、浙赛、株洲、上海天马赛车场的成绩。
#小米su7# 也刚刚发布一条信息，说明天要打破“50万以内最速量产车”，太有意思了。 北京·中央电视台总部大楼",19小时前,转发,2,1
爱苗苗嘤,实话得让说#小米su7#,19小时前,转发,1,赞
熊本科技,"#熊本聊车# 霞光紫虽说更懂女生，但是小米SU7 Max寒武岩灰配色更显质感和优雅！

#2024愿你所愿# 转发+关注@熊本科技 5月1号抽一台 Redmi K70Pro！抽铁粉

等了一个月终于提上了我心心念念的#小米su7# Max创始版！

虽说雷总是第一次造车，但是看得出他的努力和付出，这台车再同 ...全文",昨天 14:05 转赞人数超过2800,3207,2394,1813
保镖的车库,"小米su7猎装版，颜值是真高啊

#新能源大牛说##小米su7#",19小时前,1,8,3
会飞的猪王,"各个厂商都应该学学消费者心理学，你看小米就很懂，浙赛成绩营销本来是一个很小的东西，一个数字而已。当时公布不会有任何波澜，

然而他没有马上公布成绩，他先跟你说明天公布，瞬间胃口就吊起来来了，你会想知道成绩到底怎么样，心里会有期待。

等真正公布了，成绩肯定很好，再跟科普一下使用原厂轮 ...全文",19小时前,转发,评论,2
蓝翔技校厨师长,无论蔚来理想还是小鹏，也包括极氪阿维塔等新品牌，都在用心的做自己的车型外观设计，而华为系和小米这两个巨头却只会抄袭，真丢人！#问界##问界新m7##小米su7#,19小时前,转发,评论,赞
蓝翔技校厨师长,无论蔚来理想还是小鹏，也包括极氪阿维塔等新品牌，都在用心的做自己的车型外观设计，而华为系和小米这两个巨头却只会抄袭，真丢人！#问界##问界新m7##小米su7#,19小时前,转发,评论,赞
卢伟冰,明早9:20见！#小米su7#,昨天 13:41 转赞人数超过300,10,77,456
YYP颜宇鹏,经过友好沟通，这条视频又捞出来了，请尽情享用,昨天 13:37 转赞人数超过90,8,23,101
交通安全蜀黍,为了流量也是拼了。#蜀黍说安全##小米su7# 交通安全蜀黍的微博视频,昨天 13:28 转赞人数超过2200,13,98,3033
西山篁柳,"简单谈一谈影响力
一个人不作为任何代表，在遵守法规的前提下，胡说乱侃大家不会有任何说辞。但当一个人有一定影响力或者关注度时需要谨言慎行，严于律己。
近日网上比较热的关于su7，#小米su7# 有两位媒体约谈辩论的事。就这件事本质只是辩论，但明显双方的准备不是在同一水平的，甚至双方目的都是不 ...全文",20小时前,转发,1,赞
我是HYK,人在北京，车在深圳机场，小米这个哨兵模式真得抓紧优化，中低风险内容可以覆盖，或者至少加个全选删除的选项，现在这样确实不合理 #小米SU7#,20小时前,5,69,156
PancakeFruit,喜提su7大玩具#小米汽车##小米##小米su7# 北京·小米汽车北京超级工厂店,20小时前,转发,5,3
不爱吃了m,#随手拍#展会一大亮点#小米su7# 徐州·丰县,20小时前,转发,1,赞
电动知士运营小妹,"小米su7原厂轮胎跑浙赛，大家猜猜成绩会是多少？

#小米su7##2024北京车展##小米汽车#",20小时前,转发,评论,2
问驾,"小米汽车官方宣布，将于 4 月 25 日 9:20 在#2024北京车展# 揭晓小米 SU7 的浙赛成绩

据了解，本次车展小米 SU7 全系 9 色将首次集体亮相，届时将公布：今年小米SU7的交付数量、城市 NOA 的开放时间和第一批OTA的上线时间。 #小米su7#",20小时前,2,4,9
电动知士运营小妹,"小米su7原厂轮胎跑浙赛，大家猜猜成绩会是多少？

#小米su7##2024北京车展##小米汽车#",20小时前,转发,评论,2
问驾,"小米汽车官方宣布，将于 4 月 25 日 9:20 在#2024北京车展# 揭晓小米 SU7 的浙赛成绩

据了解，本次车展小米 SU7 全系 9 色将首次集体亮相，届时将公布：今年小米SU7的交付数量、城市 NOA 的开放时间和第一批OTA的上线时间。 #小米su7#",20小时前,2,4,9
念咂啊,🔒#小米su7#,20小时前,转发,1,赞
真养猫的哈士奇,不能拿着放大镜看看小米的问题，这个双面胶粘一下不就好了吗？#小米su7# 真养猫的哈士奇的微博视频,昨天 12:58 转赞人数超过100,8,59,168
喵喵汇源,"陈震和小米su7这个事最大的问题，其实并不在于陈震本人不喜欢这台车，而在于，比su7烂的车陈震喜欢，和su7类似的配置和设置，别人用就是好，su7用就是烂。他就差一句话没说，su7是他见过最烂最垃圾的国产电车。但事实上，绝大多数人都不会认为su7是一台不堪的产品。
再回归到本质上的问题，在关于su7宣 ...全文",20小时前,转发,评论,1
果仁儿科技,"来一套#小米SU7#纯享图赏，这个紫色真的越看越耐看，奢华高端的质感非常浓厚，观感上真的不输百万级别的豪车！

大家来说说看，是贝贝好看还是小米SU7好看呀？#小米汽车#",20小时前,214,307,466
听说过但从没见过,"意料之中 合情合理
在此之前我跟别人讨论小米的时候
得到的所有回复就像金剪刀一样硬杠
我说这价格别家都能买800v了 小米只有最贵的是800v
回复我:800v没啥用 还必须陶瓷刹车 没必要
我说别家都用三元锂了 小米还是磷酸铁锂
回复我：磷酸铁锂更有性价比更稳定
我说这无框车门很多车评人都说隔音不好
回 ...全文",20小时前,1,评论,1
史哲风Noel,小米汽车相信大家对这个应该会比较感兴趣吧#小米su7# 到底能跑多快，这个话题感觉已经持续了很久了@潘晓晓晓晓晓晓晓雯 @谢欣哲 @朱戴维 @CircleMFkingZ 北京·小米移动互联网产业园,昨天 12:39 转赞人数超过10,1,5,17
爱极客,"给数码博主带了波节奏，小米汽车昨天就连夜出了对车载配件的说明

· 所有官方配件都是符合车规级要求
· 要是想在1/4英寸接口上用其他自己的设备，要确保那个位置上没有坐人

合不合规，违不违法，的其实一般人感知可能不那么强，但我要是说装这个东西，在你撞车的时候一定会爆你的头，本来 ...全文",21小时前,转发,6,4
顺风车不顺路,"#新能源大牛说# 你们能想象吗，世界500强公司的CEO竟然自己开车，不需要司机。难怪他可以在产线下等着帮用户开关车门。

当然，因为这是小米SU7，他更愿意自己开。大佬也跟我们一样堵在路上，堵车的时候，他也会挠头。#小米su7#

@雷军 喜欢的是小米SU7经典的海湾蓝，你们都喜欢什么颜色？",21小时前,1,1,4
詹姆斯轩Sir,雷总是真的喜欢开车#小米su7#,21小时前,转发,3,3
大家车言论,"车主@叫节操卓的曾颖卓 已经北上出差了，#大家车的小米su7# 上牌就由同事代劳啦，现场遇到了好多不同配置的车友，大家喜欢哪款颜色？

有意购买#小米su7# 的朋友，vx搜索【大家车】小程序，在首页点击【购车福利】，有机会获取专属购车福利哟。

#大家车的日常#",21小时前,1,3,7
十三先生Studio,GULF涂装小米su7好看不？#小米su7#,21小时前,转发,3,15
快车讯,所以小米SU7的方向盘和保时捷到底哪里像了 ？都能控制方向 ？#小米su7##保时捷##陈震#,21小时前,转发,1,赞
王化,"一份小米汽车北京车展攻略，请查收！不能到现场的朋友也不用慌，我们会有线上直播的活动，而且小米SU7全系9色，首次集体亮相；提醒大家注意了，钻石黑和珍珠白绝对是眼前一亮的（不信到时候看了再来评论！）在W2馆·W203展位等你打卡！
#小米SU7##2024北京车展#",昨天 11:56 转赞人数超过100,2,26,120
Daniel吴涛,"明天提车，今天要给小米SU7 Max上保险了。商业险+交强险+3者150W合计7922，大家觉得贵不贵？

这是小米汽车APP里的报价。如果在外面买保险，可以额外返800，即7100左右。

#新能源汽车##小米su7#",昨天 23:55,转发,12,7
电驹哥说电动车,上周25万以上纯电轿车销量排行，小米SU7这么大的热度，上周怎么才600 多辆？#极氪001##小米su7##智界s7##阿维塔##北京车展#,昨天 23:54,2,4,10
蒋城先_早懂车,小米对上极越，好戏即将上演！欢迎来#早懂车# 看#北京车展##小米su7##极越07#,昨天 23:54,转发,1,2
任栋SuperMan,班主任今天试了雷神的座驾，真的太刺激了。。。#小米su7##雷军##2024nbpl春季赛# 任栋SuperMan的微博视频,昨天 11:49 转赞人数超过20,1,13,28
托马社长,期待一下#小米su7#,昨天 23:47,转发,1,1
钛粉托尼,#小米su7# 白色,昨天 11:34 转赞人数超过10,转发,2,19
DannyData小丹尼,"现在很多车企发布会的问题是信息密度太低，官话套话太多，不从用户角度出发，我用1.5倍速看回放都嫌慢，如果让我用【大小马聊科技】的标准来处理，70%-80%的内容我都会剪掉，再把整体加速20-30%

小米汽车发布会雷军都做好打样了，大多数车企还是学不会。#小米su7##雷军#",昨天 23:34,转发,评论,16
大妖妖,"正常买了人生中的第一辆车，小米su7又不是那种百万豪车，我一个爱分享的人肯定要发一下纪念。
结果捅了一堆造谣男的肺管子了，说车是我干爹买的，说我长得丑的，还有给我造黄谣的。 这个也离谱，别的男博主转发我微博，他直接下面造谣我不打转向灯。我真的吐了🤮#小米汽车##小米su7#",昨天 23:33,2,53,182
小树在成长170727,"4月19日提了小米su7max创始版 流星蓝 灰内#小米su7##su7##小米su7创始版#
动力真的猛，还有和狂暴模式",昨天 23:20,转发,1,赞
天凶,#小米su7# 第一次见真车，挺好看的,昨天 23:16,转发,1,2
blackxxx19,喜提喜提！我的保时米hhh#小米su7#,昨天 23:15,转发,21,5
全屋智能Life,"小米SU7的官方圈速要来了！！雷总@雷军 说要在明天的北京车展上公布#小米SU7# 的浙赛圈速。

之前堂主在上海天马就是因为追求圈速撞了还给我们留下了一个很有想象空间的圈速，不知道大家期待吗？",昨天 23:12,转发,评论,赞
疯狂的车主,世界最强车载语音识别#世界最强##车载语音识别##小米su7##ai助手# 疯狂的车主的微博视频,昨天 22:58,转发,1,1
曾一鸣,#小米su7# 我的车围观了！ 曾一鸣的微博视频,昨天 10:53 转赞人数超过80,转发,32,89
莆田太阳,"小米汽车#小米SU7#浙赛成绩，明日揭晓！
给车圈一点小小的SU7震撼吧！
#2024北京车展#",昨天 22:50,转发,评论,1
方向对了的欢哥,被撞坏了？雷军说了，小米汽车有着极其出色的空气动力学设计#小米汽车##小米SU7# 方向对了的欢哥的微博视频,昨天 22:49,2,4,5
吴佩,"今天小米投资者日，雷总先交个小考成绩单：锁单70000台，注意，这次是锁单了。
小米还在扩充产能，标准版、Max原定4月底的交付时间提前到4月18日。
今年交付目标100000台——现在锁单，你今年还能拿到车#2024年小米su7交付目标超10万辆##2024年小米su7交付目标超过10万辆##小米SU7#",昨天 10:48 转赞人数超过80,2,23,90
